Town,Address,Sale Price,Sale Date
THROGS NECK,938 REVERE AVENUE,15000,3/19/20
THROGS NECK,832 CALHOUN AVENUE,830000,3/19/20
THROGS NECK,458 REVERE AVENUE,700000,3/19/20
WAKEFIELD,779 EAST 236 STREET,560000,3/19/20
WAKEFIELD,4719 MATILDA AVE,575000,3/19/20
WAKEFIELD,4619 BRONX BOULEVARD,670000,3/19/20
BAYCHESTER,2132 STRANG AVENUE,400000,3/20/20
BEDFORD PARK/NORWOOD,"325 EAST 201ST STREET, 6B",60000,3/20/20
CITY ISLAND,233 CITY ISLAND AVENUE,550000,3/20/20
COUNTRY CLUB,632 THROGS NECK EXPRESSWAY,575000,3/20/20
EAST TREMONT,"1974 LAFONTAINE AVENUE, 1E",14500,3/20/20
MELROSE/CONCOURSE,"1100 GRAND CONCOURSE, 4I",332500,3/20/20
MORRIS PARK/VAN NEST,1952 HONE AVENUE,735000,3/20/20
MORRISANIA/LONGWOOD,"760B BROOK AVENUE, 55B",320000,3/20/20
MORRISANIA/LONGWOOD,960 KELLY STREET,200000,3/20/20
PELHAM GARDENS,2541 TIEMANN AVENUE,577500,3/20/20
RIVERDALE,442 WEST 258 STREET,708500,3/20/20
RIVERDALE,"5900 ARLINGTON AVENUE, 19-O",189000,3/20/20
SCHUYLERVILLE/PELHAM BAY,3140 WILLOW LANE,575000,3/20/20
WAKEFIELD,4162 MURDOCK AVENUE,315000,3/20/20
WILLIAMSBRIDGE,3602 WILLETT AVENUE,690000,3/20/20
WOODLAWN,234 EAST 238 STREET,610000,3/20/20
WOODLAWN,230 EAST 238 STREET,610000,3/20/20
COUNTRY CLUB,3166 PHILIP AVENUE,543560,3/21/20
MELROSE/CONCOURSE,1383 TELLER AVENUE,10,3/21/20
BAYCHESTER,3352 WILSON AVENUE,548000,3/23/20
BAYCHESTER,2141 STRANG AVENUE,526000,3/23/20
CASTLE HILL/UNIONPORT,302 TORRY AVENUE,640000,3/23/20
CITY ISLAND,155 PILOT STREET,8750000,3/23/20
CITY ISLAND,192 SCHOFIELD STREET,8750000,3/23/20
MELROSE/CONCOURSE,1166 GERARD AVENUE,5150000,3/23/20
MORRIS PARK/VAN NEST,1854 HONE,620000,3/23/20
PARKCHESTER,"40 METROPOLITAN OVAL, 5C",269000,3/23/20
PARKCHESTER,"1490 EAST AVENUE, 1A",204000,3/23/20
RIVERDALE,"4901 HENRY HUDSON PARKWAY WEST, 10J",445000,3/23/20
SCHUYLERVILLE/PELHAM BAY,1414 GILLESPIE AVENUE,712000,3/23/20
COUNTRY CLUB,1479 STADIUM AVENUE,570000,3/24/20
PARKCHESTER,"1480 THERIOT, 3M",180000,3/24/20
PARKCHESTER,"1959 MCGRAW AVENUE, 3E",175000,3/24/20
SOUNDVIEW,"861 UNDERHILL AVENUE, 49-C",280000,3/24/20
THROGS NECK,239 HUNTINGTON AVENUE,630000,3/24/20
HIGHBRIDGE/MORRIS HEIGHTS,1815 PALISADE PLACE,852000,3/25/20
HIGHBRIDGE/MORRIS HEIGHTS,1022 UNIVERSITY AVENUE,140000,3/25/20
MELROSE/CONCOURSE,1226 SHERMAN AVENUE,8500000,3/25/20
MELROSE/CONCOURSE,1240 SHERMAN AVENUE,8500000,3/25/20
RIVERDALE,3216 JOHNSON AVENUE,1255000,3/25/20
RIVERDALE,5437 FIELDSTON ROAD,380000,3/25/20
RIVERDALE,"4901 HENRY HUDSON PARKWAY WEST, 5A",146000,3/25/20
THROGS NECK,905 HUNTINGTON AVENUE,364939,3/25/20
WAKEFIELD,4119 WICKHAM AVENUE,97500,3/25/20
EAST TREMONT,2139 CLINTON AVENUE,449000,3/26/20
HUNTS POINT,1165 BURNETT PLACE,3200000,3/26/20
MORRISANIA/LONGWOOD,1437 BRYANT AVENUE,723000,3/26/20
PARKCHESTER,"1920 MCGRAW AVENUE, 7C",225000,3/26/20
SCHUYLERVILLE/PELHAM BAY,1458 WILLIAM PLACE,460000,3/26/20
BAYCHESTER,1463 NEEDHAM AVENUE,795000,3/27/20
BAYCHESTER,3445 MICKLE AVENUE,749000,3/27/20
BRONXDALE,620 THWAITES PLACE,4000000,3/27/20
CITY ISLAND,182 FORDHAM STREET,525000,3/27/20
CROTONA PARK,1819 TRAFALGAR PLACE,650000,3/27/20
EAST TREMONT,819 ELSMERE PLACE,455000,3/27/20
RIVERDALE,6111 LIEBIG AVENUE,591000,3/27/20
SOUNDVIEW,1030 EVERGREEN AVE,550000,3/27/20
THROGS NECK,3005 PHILIP AVENUE,599000,3/27/20
WAKEFIELD,4451 BARNES AVENUE,750000,3/27/20
WILLIAMSBRIDGE,3609 OLINVILLE AVE,738564,3/27/20
WILLIAMSBRIDGE,937 EAST 220TH ST,550000,3/27/20
WOODLAWN,4370 MARTHA AVENUE,525000,3/27/20
HUNTS POINT,512 TIFFANY STREET,6300000,3/30/20
PARKCHESTER,622 VAN NEST AVENUE,720000,3/30/20
PARKCHESTER,"14 METROPOLITAN OVAL, 2E",165500,3/30/20
PELHAM GARDENS,1509 FIELDING,440000,3/30/20
PELHAM PARKWAY NORTH,2420 WILSON AVENUE,865000,3/30/20
SOUNDVIEW,"825 MORRISON AVENUE, 6A",205820,3/30/20
THROGS NECK,"70 POPLAR AVENUE, 70",298600,3/30/20
WAKEFIELD,2054 PITMAN AVENUE,697000,3/30/20
BRONXDALE,3043 PAULDING AVENUE,900000,3/31/20
CITY ISLAND,99 EARLEY STREET,575000,3/31/20
COUNTRY CLUB,1391 KEARNEY AVENUE,590000,3/31/20
FORDHAM,2478 ELM PLACE,710000,3/31/20
HIGHBRIDGE/MORRIS HEIGHTS,1894 BILLINGSLEY TERRACE,999000,3/31/20
MORRIS PARK/VAN NEST,1639-1641 RADCLIFF AVENUE,550000,3/31/20
MORRISANIA/LONGWOOD,"784B BROOK AVENUE, 29B",285000,3/31/20
MOTT HAVEN/PORT MORRIS,458 EAST 134TH STREET,736000,3/31/20
RIVERDALE,2714 NETHERLAND AVENUE,1130000,3/31/20
RIVERDALE,"2575 PALISADE AVENUE, 5K",770000,3/31/20
RIVERDALE,"2575 PALISADE AVENUE, 5J",770000,3/31/20
RIVERDALE,6677 BROADWAY,1075000,3/31/20
SOUNDVIEW,1134 FTELEY AVENUE,850000,3/31/20
THROGS NECK,3181 WISSMAN AVENUE,930000,3/31/20
THROGS NECK,3770 EAST TREMONT AVENUE,1647000,3/31/20
WAKEFIELD,767 EAST 237 STREET,445500,3/31/20
WILLIAMSBRIDGE,950 EAST 218 STREET,462000,3/31/20
BELMONT,2535 BELMONT AVENUE,650000,4/1/20
HUNTS POINT,1190 EAST 156 STREET,5350000,4/1/20
PARKCHESTER,"1601 METROPOLITAN AVENUE, 5C",270000,4/1/20
PELHAM PARKWAY NORTH,2429 MORGAN AVENUE,575000,4/1/20
RIVERDALE,27 SIGMA PLACE,2118000,4/1/20
RIVERDALE,"3135 JOHNSON AVENUE, 16B",525000,4/1/20
SOUNDVIEW,441 WHITE PLAINS ROAD,790000,4/1/20
WOODLAWN,4207 KEPLER AVENUE,729000,4/1/20
BELMONT,2424 HUGHES AVENUE,895000,4/2/20
MORRIS PARK/VAN NEST,1110 PIERCE AVENUE,950000,4/2/20
MORRISANIA/LONGWOOD,"787 EAST 160 STREET, 6",335000,4/2/20
PARKCHESTER,"1680 METROPOLITAN AVENUE, 5E",170000,4/2/20
RIVERDALE,"3601 JOHNSON AVENUE, 1J",204000,4/2/20
WILLIAMSBRIDGE,1040 EAST 215TH STREET,540800,4/2/20
WILLIAMSBRIDGE,959 EAST 221 STREET,652000,4/2/20
WILLIAMSBRIDGE,626 EAST 226 STREET,655000,4/2/20
BAYCHESTER,3331 WILSON AVE,506000,4/3/20
BAYCHESTER,3251 EASTCHESTER ROAD,730000,4/3/20
BRONXDALE,3039 MATTHEWS AVENUE,700000,4/3/20
BRONXDALE,"2244 BRONX PARK EAST, 1B",310000,4/3/20
COUNTRY CLUB,3236 SCHLEY AVENUE,400000,4/3/20
MELROSE/CONCOURSE,603 WALTON AVENUE,1140000,4/3/20
MELROSE/CONCOURSE,1025 GRAND CONCOURSE,650000,4/3/20
PARKCHESTER,1473 ST LAWRENCE AVENUE,700000,4/3/20
PARKCHESTER,1628 TAYLOR AVENUE,700000,4/3/20
PELHAM PARKWAY NORTH,2225 YOUNG AVENUE,510000,4/3/20
PELHAM PARKWAY SOUTH,"2187 HOLLAND AVENUE, 5J",295000,4/3/20
WILLIAMSBRIDGE,923 EAST 213 STREET,781000,4/3/20
BAYCHESTER,3127 GUNTHER AVENUE,605000,4/6/20
CASTLE HILL/UNIONPORT,1134 VIRGINIA AVENUE,600000,4/6/20
CITY ISLAND,651 MINNIEFORD AVENUE,451675,4/6/20
PARKCHESTER,1488 ST LAWRENCE AVENUE,600000,4/6/20
WILLIAMSBRIDGE,848 EAST 231 STREET,685000,4/6/20
WILLIAMSBRIDGE,721 EAST 219 STREET,610000,4/6/20
BAYCHESTER,3211 FENTON AVENUE,527000,4/7/20
BAYCHESTER,2044 TILLOTSON AVENUE,82000,4/7/20
BAYCHESTER,2942 KINGSLAND AVENUE,650000,4/7/20
SOUNDVIEW,"154 SURF DRIVE, 484",319000,4/7/20
SOUNDVIEW,"875 MORRISON AVENUE, 16A",210840,4/7/20
BEDFORD PARK/NORWOOD,"3176 DECATUR AVENUE, 4A",160000,4/8/20
CITY ISLAND,72 HAWKINS STREET,629000,4/8/20
CROTONA PARK,1502 BRYANT AVENUE,294000,4/8/20
PELHAM PARKWAY NORTH,2311 PEARSALL AVENUE,680000,4/8/20
SOUNDVIEW,1530 EAST 172ND STREET,763000,4/8/20
THROGS NECK,2821 SCHURZ AVENUE,700000,4/8/20
BAYCHESTER,4038 WILDER AVENUE,661000,4/9/20
BRONXDALE,2965 DEWITT PLACE,725000,4/9/20
CASTLE HILL/UNIONPORT,1933 WATSON AVENUE,850000,4/9/20
CASTLE HILL/UNIONPORT,1935 WATSON AVENUE,850000,4/9/20
FIELDSTON,"255 FIELDSTON TERRACE, PS#1",31868,4/9/20
MORRISANIA/LONGWOOD,1278 REV JAMES POLITE AVE,725000,4/10/20
MORRISANIA/LONGWOOD,"837 WASHINGTON AVENUE, 8D",260000,4/10/20
SOUNDVIEW,630 UNDERHILL AVENUE,749000,4/10/20
WESTCHESTER,1338 HERSCHELL STREET,730000,4/10/20
BAYCHESTER,3892 SETON AVENUE,579000,4/13/20
BRONXDALE,"2550 OLINVILLE AVE, 9L",175000,4/13/20
CO-OP CITY,3329 DE LAVALL AVENUE,550000,4/13/20
RIVERDALE,"3515 HENRY HUDSON PKWY, 10B",440000,4/13/20
THROGS NECK,2851 LAWTON AVENUE,834000,4/13/20
BAYCHESTER,3132 GRACE AVENUE,525000,4/14/20
HIGHBRIDGE/MORRIS HEIGHTS,"1211 NELSON AVENUE, 1211C",200000,4/14/20
MORRIS PARK/VAN NEST,"764 BRADY AVENUE, 631",199000,4/14/20
RIVERDALE,"3536 CAMBRIDGE AVENUE, 4F",763688,4/14/20
RIVERDALE,"3536 CAMBRIDGE AVENUE, P23",763688,4/14/20
SOUNDVIEW,505 BEACH AVENUE,440000,4/14/20
THROGS NECK,267 HOSMER AVENUE,895000,4/14/20
WAKEFIELD,4139 ELY AVENUE,610000,4/14/20
WESTCHESTER,1722 ST PETERS AVENUE,605000,4/14/20
BEDFORD PARK/NORWOOD,"325 EAST 201ST, 5E",220000,4/15/20
MELROSE/CONCOURSE,939 COURTLANDT AVENUE,3500000,4/15/20
MELROSE/CONCOURSE,933 COURTLANDT AVENUE,3500000,4/15/20
PELHAM PARKWAY SOUTH,2135 LURTING AVENUE,925000,4/15/20
RIVERDALE,"3720 INDEPENDENCE AVENUE, 1D",320000,4/15/20
SCHUYLERVILLE/PELHAM BAY,1819 MAYFLOWER AVENUE,645000,4/15/20
SCHUYLERVILLE/PELHAM BAY,1810 MAHAN AVENUE,680000,4/15/20
THROGS NECK,865 CALHOUN AVENUE,455000,4/15/20
THROGS NECK,727 REVERE AVENUE,575000,4/15/20
WAKEFIELD,4243 GUNTHER,649000,4/15/20
CITY ISLAND,69 CENTRE STREET,617500,4/16/20
KINGSBRIDGE/JEROME PARK,"180 VAN CORTLANDT PARK S, 2B",210000,4/16/20
MORRIS PARK/VAN NEST,1000 NEILL AVENUE,475000,4/16/20
MOUNT HOPE/MOUNT EDEN,1509 MORRIS AVENUE,557328,4/16/20
PELHAM GARDENS,2347 WICKHAM AVENUE,143050,4/16/20
RIVERDALE,"5730 MOSHOLU AVENUE, 2A",163500,4/16/20
RIVERDALE,"445 WEST 240TH, 2L",284500,4/16/20
SCHUYLERVILLE/PELHAM BAY,1327 BRADFORD AVENUE,465000,4/16/20
THROGS NECK,859 CALHOUN AVENUE,499000,4/16/20
BAYCHESTER,3617 DE REIMER AVENUE,560038,4/17/20
COUNTRY CLUB,1518 MACDONOUGH PLACE,565000,4/17/20
HIGHBRIDGE/MORRIS HEIGHTS,"1015 ANDERSON AVENUE, 1D",135000,4/17/20
PELHAM PARKWAY NORTH,2511 TENBROECK AVENUE,480000,4/17/20
RIVERDALE,"750 KAPPOCK STREET, 915",400000,4/17/20
WAKEFIELD,4312 DEREIMER AVENUE,730000,4/17/20
WESTCHESTER,1660 ZEREGA AVENUE,441177,4/17/20
BAYCHESTER,1146 E 213TH STREET,474900,4/20/20
CITY ISLAND,"238 BOWNE STREET, 254-A",424000,4/20/20
MELROSE/CONCOURSE,"825 WALTON AVENUE, B",192000,4/20/20
SCHUYLERVILLE/PELHAM BAY,3057 CODDINGTON AVE,560000,4/20/20
SOUNDVIEW,938 FTELEY AVENUE,698625,4/20/20
THROGS NECK,319 REVERE AVENUE,540000,4/20/20
WILLIAMSBRIDGE,850 EAST 216 STREET,605000,4/20/20
BAYCHESTER,3480 EASTCHESTER ROAD,480000,4/21/20
EAST TREMONT,2082 VYSE AVENUE,10,4/21/20
MORRISANIA/LONGWOOD,1130 JACKSON AVENUE,25000,4/21/20
PELHAM GARDENS,2316 WICKHAM AVENUE,570000,4/21/20
RIVERDALE,"3636 FIELDSTON ROAD, 5P",378661,4/21/20
BATHGATE,414 EAST 178 STREET,734000,4/22/20
FORDHAM,2558 MARION AVENUE,600000,4/22/20
HUNTS POINT,902 BRYANT AVENUE,869000,4/22/20
PARKCHESTER,"99 METROPOLITAN OVAL, 4H",170000,4/22/20
PELHAM PARKWAY NORTH,1486 ASTOR AVENUE,630000,4/22/20
SOUNDVIEW,1317 ST LAWRENCE AVENUE,25000,4/22/20
THROGS NECK,933 HUNTINGTON AVENUE,470000,4/22/20
EAST TREMONT,2149 PROSPECT AVENUE,810000,4/23/20
KINGSBRIDGE/JEROME PARK,"290 WEST 232 STREET, 14F",400000,4/23/20
MELROSE/CONCOURSE,280 EAST 163 STREET,545000,4/23/20
MELROSE/CONCOURSE,"860 GRAND CONCOURSE, 2E",313065,4/23/20
MORRIS PARK/VAN NEST,"762 BRADY AVENUE, 323",178000,4/23/20
RIVERDALE,"3635 JOHNSON AVENUE, 3N",495000,4/23/20
BATHGATE,2123 BATHGATE AVE,629000,4/24/20
BAYCHESTER,1173 GRENADA PLACE,436800,4/24/20
BAYCHESTER,4024 SECOR AVENUE,425000,4/24/20
BRONXDALE,1060 DUNCAN STREET,620000,4/24/20
COUNTRY CLUB,1485 STADIUM AVENUE,578000,4/24/20
FORDHAM,"2025 VALENTINE AVENUE, 6B",60000,4/24/20
WAKEFIELD,4342 BOYD AVENUE,550000,4/24/20
WILLIAMSBRIDGE,"720 E. 217TH STREET, 1B",75000,4/24/20
CASTLE HILL/UNIONPORT,2341 STORY AVE,875000,4/27/20
MELROSE/CONCOURSE,46-52 EAST 170 STREET,4500000,4/27/20
MORRIS PARK/VAN NEST,1842 HUNT AVENUE,847000,4/27/20
MORRISANIA/LONGWOOD,"950 HOE AVENUE, 5A",120000,4/27/20
MOTT HAVEN/PORT MORRIS,676 ST MARYS STREET,750000,4/27/20
PARKCHESTER,"1925 MCGRAW AVENUE, 12H",215000,4/27/20
RIVERDALE,"3210 ARLINGTON AVENUE, 6E",255000,4/27/20
WESTCHESTER,1488 BLONDELL AVENUE,925000,4/27/20
WESTCHESTER,1486 BLONDELL AVENUE,925000,4/27/20
WESTCHESTER,1480 BLONDELL AVENUE,2000000,4/27/20
BEDFORD PARK/NORWOOD,2667 BAINBRIDGE AVENUE,658000,4/28/20
FORDHAM,"55 EAST 190TH STREET, 66",200000,4/28/20
HIGHBRIDGE/MORRIS HEIGHTS,1309 NELSON AVENUE,579000,4/28/20
SOUNDVIEW,149 HUSSON AVENUE,340000,4/28/20
THROGS NECK,280 HUNTINGTON AVENUE,468000,4/28/20
WILLIAMSBRIDGE,712 EAST 215 STREET,565000,4/28/20
BEDFORD PARK/NORWOOD,3001 GRAND CONCOURSE,650000,4/29/20
BEDFORD PARK/NORWOOD,"340 EAST MOSHOLU PARKWAY SO, 2J",213000,4/29/20
BEDFORD PARK/NORWOOD,"3396 WAYNE AVENUE, D52",129000,4/29/20
BRONXDALE,1467 ALLERTON AVENUE,300000,4/29/20
KINGSBRIDGE HTS/UNIV HTS,2268 HAMPDEN PLACE,679000,4/29/20
MORRIS PARK/VAN NEST,1955 RADCLIFF AVENUE,772500,4/29/20
PARKCHESTER,607 MEAD STREET,755000,4/29/20
PELHAM PARKWAY SOUTH,1948 TENBROECK AVENUE,900000,4/29/20
RIVERDALE,"3215 ARLINGTON AVE., 1J",329550,4/29/20
RIVERDALE,"5800 ARLINGTON AVENUE, 1J",615000,4/29/20
WAKEFIELD,4521 SETON AVENUE,343000,4/29/20
WESTCHESTER,1517 GLOVER STREET,535000,4/29/20
WESTCHESTER,72 WESTCHESTER SQUARE,1300000,4/29/20
BAYCHESTER,3936 HARPER AVENUE,475000,4/30/20
BAYCHESTER,N/A KINGSLAND AVENUE,250000,4/30/20
BEDFORD PARK/NORWOOD,2977 PERRY AVENUE,780000,4/30/20
BEDFORD PARK/NORWOOD,"2962 DECATUR AVENUE, 3H",139750,4/30/20
BELMONT,2368 HOFFMAN STREET,2050000,4/30/20
BRONXDALE,2932 LURTING AVENUE,535000,4/30/20
COUNTRY CLUB,1639 BAYSHORE AVE,659000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 430A",1600000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 433",1600000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 432",1600000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 431",1600000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 430",1600000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 429",1600000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 431A",1600000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 407A",425000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 406A",425000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 405A",425000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 404A",425000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 404",425000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 429A",1600000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 406",425000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 433A",1600000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 407",425000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 403A",425000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 405",425000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 432A",1600000,4/30/20
HUNTS POINT,"410 HALLECK STREET, 403",425000,4/30/20
KINGSBRIDGE HTS/UNIV HTS,"4 FORDHAM HILL OVAL, 2E",162500,4/30/20
MORRIS PARK/VAN NEST,1631 TENBROECK AVENUE,585000,4/30/20
MORRIS PARK/VAN NEST,1914 BOGART AVENUE,550000,4/30/20
PARKCHESTER,"1430 PARKCHESTER ROAD, 7A",195000,4/30/20
PARKCHESTER,"2150 EAST TREMONT AVENUE, 1D",150000,4/30/20
PELHAM GARDENS,2526 MICKLE AVENUE,505000,4/30/20
SOUNDVIEW,128 PUGSLEY AVENUE,675000,4/30/20
THROGS NECK,49 PENNYFIELD CAMP,300000,4/30/20
THROGS NECK,143 PRENTISS,879800,4/30/20
WAKEFIELD,4247 BOYD AVENUE,580000,4/30/20
WOODLAWN,320 EAST 240TH STREET,620000,4/30/20
BAYCHESTER,2802 BRUNER AVENUE,490000,5/1/20
KINGSBRIDGE/JEROME PARK,3377 SEDGWICK AVENUE,1250000,5/1/20
MORRIS PARK/VAN NEST,1550 LURTING AVENUE,565000,5/1/20
RIVERDALE,"3200 NETHERLAND AVENUE, 5L",243000,5/1/20
RIVERDALE,"3200 NETHERLAND AVENUE, 6H",190500,5/1/20
THROGS NECK,3091 WISSMAN AVENUE,460000,5/1/20
WESTCHESTER,1361 HERSCHELL STREET,500000,5/1/20
WILLIAMSBRIDGE,1040 EAST 218 STREET,475000,5/1/20
WILLIAMSBRIDGE,751 E 223RD STREET,750000,5/1/20
COUNTRY CLUB,3204 RANDOLPH PLACE,463600,5/4/20
FIELDSTON,4669 TIBBETT AVENUE,1068000,5/4/20
MELROSE/CONCOURSE,"800 GRAND CONCOURSE, 3TS",145000,5/4/20
SOUNDVIEW,228 SOUNDVIEW AVENUE,175000,5/4/20
SOUNDVIEW,1119 LELAND AVENUE,870000,5/4/20
BAYCHESTER,3908 MURDOCK AVENUE,575000,5/5/20
CITY ISLAND,23 SCHOFIELD STREET,340000,5/5/20
CITY ISLAND,N/A SCHOFIELD STREET,340000,5/5/20
COUNTRY CLUB,3377 AGAR PLACE,830000,5/5/20
EAST TREMONT,"1976 LAFONTAINE AVENUE, 1C",102000,5/5/20
FIELDSTON,4541 DELAFIELD AVENUE,1435000,5/5/20
PELHAM GARDENS,2357 WESTERVELT,700000,5/5/20
PELHAM PARKWAY SOUTH,"2156 CRUGER AVENUE, 2J",215000,5/5/20
RIVERDALE,"5800 ARLINGTON AVENUE, 1T",230000,5/5/20
WILLIAMSBRIDGE,754 EAST 222 STREET,531000,5/5/20
BATHGATE,461 EAST 186 STREET,1120000,5/6/20
CITY ISLAND,630 MINNIEFORD AVENUE,474000,5/6/20
CITY ISLAND,"170 SCHOFIELD STREET, 3-L",190000,5/6/20
MELROSE/CONCOURSE,946 GERARD AVENUE,340000,5/6/20
PELHAM GARDENS,2236 EASTCHESTER ROAD,750000,5/6/20
THROGS NECK,258 BUTTRICK AVENUE,999999,5/6/20
WILLIAMSBRIDGE,965 EAST 226 STREET,999000,5/6/20
WILLIAMSBRIDGE,967 EAST 226 STREET,999000,5/6/20
BRONXDALE,936 BURKE AVENUE,269953,5/7/20
BRONXDALE,829 BURKE AVE.,1132500,5/7/20
EAST TREMONT,2142 HUGHES AVENUE,715000,5/7/20
MELROSE/CONCOURSE,"800 GRAND CONCOURSE, 40-N",295000,5/7/20
MELROSE/CONCOURSE,"800 GRAND CONCOURSE, 1FN",60000,5/7/20
PELHAM GARDENS,2337 BRUNER AVENUE,580000,5/7/20
PELHAM GARDENS,2412 KINGSLAND AVENUE,340000,5/7/20
THROGS NECK,N/A SCHURZ AVENUE,700000,5/7/20
THROGS NECK,2873 SCHURZ,700000,5/7/20
WAKEFIELD,1715 BUSSING AVENUE,10,5/7/20
BAYCHESTER,1476 EAST 222ND STREET,3250000,5/8/20
CROTONA PARK,1492 BRYANT AVENUE,420000,5/8/20
HUNTS POINT,278 DRAKE STREET,75000,5/8/20
MELROSE/CONCOURSE,"800 GRAND CONCOURSE, 1N-N",295000,5/8/20
MORRIS PARK/VAN NEST,1139 VAN NEST AVENUE,535000,5/8/20
MORRISANIA/LONGWOOD,"1027 LEGGETT AVENUE, 3D",30000,5/8/20
PARKCHESTER,"2220 EAST TREMONT AVENUE, 5G",198000,5/8/20
SOUNDVIEW,516 LELAND AVENUE,520000,5/8/20
THROGS NECK,951 HUNTINGTON AVENUE,590000,5/8/20
VAN CORTLANDT PARK,"6035 BROADWAY, 3R",325000,5/8/20
BRONXDALE,"2550 OLINVILLE AVENUE, 17J",242000,5/11/20
CITY ISLAND,151 REVILLE STREET,520000,5/11/20
EAST TREMONT,2068 ARTHUR AVENUE,191960,5/11/20
KINGSBRIDGE HTS/UNIV HTS,2167 DAVIDSON AVENUE,130000,5/11/20
KINGSBRIDGE HTS/UNIV HTS,2165 DAVIDSON AVENUE,130000,5/11/20
KINGSBRIDGE/JEROME PARK,"3475 GREYSTONE AVENUE, 4H",145000,5/11/20
MELROSE/CONCOURSE,1326 TELLER AVENUE,355000,5/11/20
SCHUYLERVILLE/PELHAM BAY,2991 ZULETTE AVENUE,658000,5/11/20
THROGS NECK,376 HUNTINGTON AVENUE,485000,5/11/20
WILLIAMSBRIDGE,864 EAST 215 STREET,5000,5/11/20
CASTLE HILL/UNIONPORT,449 EFFINGHAM AVENUE,1,5/12/20
PELHAM GARDENS,2556 WESTERVELT AVENUE,475000,5/12/20
RIVERDALE,"5800 ARLINGTON AVENUE, 10-S",303000,5/12/20
RIVERDALE,"5800 ARLINGTON AVENUE, 21M",317500,5/12/20
WILLIAMSBRIDGE,1064 EAST 229 STREET,275000,5/12/20
BAYCHESTER,3215 MICKLE AVENUE,870000,5/13/20
KINGSBRIDGE/JEROME PARK,"3475 GREYSTONE AVE, 5E",179000,5/13/20
KINGSBRIDGE/JEROME PARK,"3875 WALDO AVENUE, 7R",170000,5/13/20
MORRISANIA/LONGWOOD,549 FOX STREET,50000,5/13/20
PARKCHESTER,"1510 ARCHER ROAD, 1G",156251,5/13/20
RIVERDALE,N/A BROADWAY,4750000,5/13/20
RIVERDALE,"640 WEST 231ST ST, 2J",195000,5/13/20
SOUNDVIEW,445 ST LAWRENCE AVENUE,765000,5/13/20
KINGSBRIDGE/JEROME PARK,"2796 SEDGWICK AVENUE, 1A",185000,5/14/20
MELROSE/CONCOURSE,1361 CLAY AVE,725000,5/14/20
MORRIS PARK/VAN NEST,1991 CRUGER AVENUE,660000,5/14/20
MORRIS PARK/VAN NEST,N/A CRUGER AVENUE,660000,5/14/20
RIVERDALE,"3901 INDEPENDENCE AVENUE, 3R",300000,5/14/20
WAKEFIELD,4347 RICHARDSON AVE,613067,5/14/20
BAYCHESTER,1958 BURKE AVENUE,650000,5/15/20
BAYCHESTER,3364 WILSON AVENUE,800000,5/15/20
CITY ISLAND,77 FORDHAM STREET,550000,5/15/20
COUNTRY CLUB,918 WILCOX AVENUE,1221900,5/15/20
HIGHBRIDGE/MORRIS HEIGHTS,1077 SUMMIT AVENUE,950000,5/15/20
HIGHBRIDGE/MORRIS HEIGHTS,1080 UNIVERSITY AVENUE,4350000,5/15/20
HIGHBRIDGE/MORRIS HEIGHTS,1076 UNIVERSITY AVENUE,4350000,5/15/20
HIGHBRIDGE/MORRIS HEIGHTS,1073 SUMMIT AVENUE,4350000,5/15/20
KINGSBRIDGE/JEROME PARK,311 WEST 236TH STREET,725000,5/15/20
KINGSBRIDGE/JEROME PARK,"460 WEST 236 STREET, 4A",680000,5/15/20
KINGSBRIDGE/JEROME PARK,"3816 WALDO AVENUE, 2C",680000,5/15/20
MELROSE/CONCOURSE,"1075 GRAND CONCOURSE, 2M",360000,5/15/20
MORRISANIA/LONGWOOD,847 FOX STREET,2021225,5/15/20
MOTT HAVEN/PORT MORRIS,617 EAST 140TH STREET,786500,5/15/20
MOUNT HOPE/MOUNT EDEN,1453 TELLER AVENUE,15000,5/15/20
RIVERDALE,"679 WEST 239TH STREET, 3L",320019,5/15/20
THROGS NECK,863 CALHOUN AVENUE,475000,5/15/20
WAKEFIELD,713 EAST 235 STREET,490000,5/15/20
WILLIAMSBRIDGE,761 EAST 223RD STREET,620000,5/15/20
WILLIAMSBRIDGE,1016 EAST 225TH STREET,789000,5/15/20
WILLIAMSBRIDGE,1032A EAST 233 STREET,671875,5/15/20
