NEIGHBORHOOD,ADDRESS,Sale_Price,SALE_DATE
FAR ROCKAWAY,621 MEEHAN AVENUE,358000,7/6/20
FLORAL PARK,81-32 267TH STREET,775000,7/6/20
FLUSHING-NORTH,53-20 195TH STREET,750000,7/6/20
FLUSHING-NORTH,43-50 164TH STREET,1448000,7/6/20
FLUSHING-NORTH,"29-30 137TH STREET, 2F",325000,7/6/20
FLUSHING-NORTH,"144-56 ROOSEVELT AVENUE, 3A",405000,7/6/20
FLUSHING-NORTH,"144-56 ROOSEVELT AVENUE, 4C",436020,7/6/20
FLUSHING-NORTH,"144-56 ROOSEVELT AVENUE, 5C",400000,7/6/20
FLUSHING-NORTH,"144-56 ROOSEVELT AVENUE, P5",405000,7/6/20
FLUSHING-NORTH,"144-56 ROOSEVELT AVENUE, P9",436020,7/6/20
FRESH MEADOWS,"196-36 69AVE, 1",212000,7/6/20
GLENDALE,71-65 70TH STREET,788000,7/6/20
GLENDALE,81-48 WOODHAVEN BOULEVARD,23384,7/6/20
HILLCREST,"152-18 UNION TURNPIKE, 212T",410000,7/6/20
LONG ISLAND CITY,"23-15 44TH DRIVE, 2304",919113,7/6/20
OAKLAND GARDENS,64-25 212TH STREET,1990000,7/6/20
OAKLAND GARDENS,"73-68 SPRINGFIELD BOULEVARD, 61AI",321000,7/6/20
OAKLAND GARDENS,"211-05 75TH AVE.,, 6F",370000,7/6/20
OZONE PARK,95-36 75TH STREET,700000,7/6/20
RICHMOND HILL,97-58 108TH STREET,1210000,7/6/20
RIDGEWOOD,5424 METROPOLITAN AVENUE,715000,7/6/20
ST. ALBANS,114-70 197TH STREET,600000,7/6/20
ST. ALBANS,118-22 180 STREET,585000,7/6/20
ST. ALBANS,200-11 119TH AVENUE,665000,7/6/20
SUNNYSIDE,"46-01 39TH AVENUE, 224",495000,7/6/20
WOODSIDE,"6105 39TH AVENUE, O1",460000,7/6/20
ASTORIA,21-36 28TH STREET,3500,7/7/20
ASTORIA,"26-20 21ST STREET, 7B",639000,7/7/20
BEECHHURST,14-25 166TH STREET,880000,7/7/20
BELLE HARBOR,136 BEACH 134TH STREET,1999999,7/7/20
CAMBRIA HEIGHTS,115-11 228TH STREET,370000,7/7/20
EAST ELMHURST,105-12 29TH AVENUE,1100000,7/7/20
ELMHURST,"45-11 82ND STREET, W-5F",547347,7/7/20
ELMHURST,"45-16 83RD STREET, E-5A",760934,7/7/20
FAR ROCKAWAY,640 ANNAPOLIS,990000,7/7/20
FLUSHING-NORTH,140-22 POPLAR AVENUE,1250000,7/7/20
FLUSHING-NORTH,152-31 ROOSEVELT AVENUE,1500000,7/7/20
FLUSHING-NORTH,"144-40 38TH AVENUE, 5E",282000,7/7/20
FLUSHING-NORTH,"143-50 BARCLAY AVENUE, 4G",315000,7/7/20
FLUSHING-SOUTH,75-05 137TH STREET,2500000,7/7/20
FLUSHING-SOUTH,73-08 UTOPIA PARKWAY,575000,7/7/20
FLUSHING-SOUTH,"68-45 138TH STREET, A",272500,7/7/20
FOREST HILLS,"67-66 108TH STREET, A33",485000,7/7/20
FOREST HILLS,"70-31 108TH STREET, 9C",550000,7/7/20
FOREST HILLS,"110-11 QUEENS BOULEVARD, 27K",950000,7/7/20
FRESH MEADOWS,6961 185TH STREET,960000,7/7/20
GLENDALE,88-38 75TH AVENUE,520000,7/7/20
HOLLIS,90-71 179TH STREET,650000,7/7/20
JACKSON HEIGHTS,24-55 80TH STREET,10,7/7/20
KEW GARDENS,"118-14 83 AVENUE, 2E",220000,7/7/20
LAURELTON,138-43 232 STREET,10,7/7/20
LITTLE NECK,254-26 NORTHERN BLVD,1400000,7/7/20
LONG ISLAND CITY,"2717 42ND ROAD, 4D",916425,7/7/20
LONG ISLAND CITY,47-16 VERNON BOULEVARD,3200000,7/7/20
LONG ISLAND CITY,"27-28 THOMSON AVENUE, WS5",590000,7/7/20
MIDDLE VILLAGE,77-19 66TH ROAD,810000,7/7/20
RICHMOND HILL,107-14 107TH AVENUE,645000,7/7/20
ROSEDALE,144-35 WELLER LANE,530000,7/7/20
ROSEDALE,140-05 243RD STREET,550000,7/7/20
ROSEDALE,141-22 249TH STREET,925000,7/7/20
SPRINGFIELD GARDENS,122-53 NELLIS STREET,365000,7/7/20
SPRINGFIELD GARDENS,144-39 183RD STREET,660000,7/7/20
ST. ALBANS,114-12 180TH STREET,352500,7/7/20
SUNNYSIDE,47-16 39TH STREET,1250000,7/7/20
WOODSIDE,41-29 52ND STREET,1150000,7/7/20
BAYSIDE,"218-12 43RD AVENUE, 1E",205000,7/8/20
BELLEROSE,84-16 251ST STREET,615000,7/8/20
CAMBRIA HEIGHTS,118-47 231 STREET,10,7/8/20
ELMHURST,82-10 BAXTER AVENUE,15000000,7/8/20
FAR ROCKAWAY,29-54 FAR ROCKAWAY BLVD,380000,7/8/20
FAR ROCKAWAY,286 DUNE STREET,430000,7/8/20
FAR ROCKAWAY,"833 CENTRAL AVENUE, 6J",300000,7/8/20
FLORAL PARK,81-50 262ND STREET,590000,7/8/20
FLUSHING-NORTH,46-35 BOWNE STREET,950000,7/8/20
FLUSHING-NORTH,45-19 165TH STREET,1268000,7/8/20
FLUSHING-NORTH,"144-56 ROOSEVELT AVENUE, 4D",419289,7/8/20
FLUSHING-NORTH,"144-56 ROOSEVELT AVENUE, 5A",436527,7/8/20
FLUSHING-NORTH,"144-56 ROOSEVELT AVENUE, 5B",466440,7/8/20
FLUSHING-NORTH,"144-56 ROOSEVELT AVENUE, 5D",429429,7/8/20
FLUSHING-NORTH,"33-70 PRINCE STREET, 906",580000,7/8/20
FLUSHING-NORTH,"144-56 ROOSEVELT AVENUE, P6",466440,7/8/20
FOREST HILLS,"102-32 65TH AVE, B65",250000,7/8/20
FOREST HILLS,"67-71 YELLOWSTONE BLVD.,, 4A",325000,7/8/20
FOREST HILLS,"70-31 108 STREET, 2C",499900,7/8/20
FOREST HILLS,"72-61 113TH STREET, M1",438000,7/8/20
HAMMELS,"2-21 BEACH 80 STREET, 6G",270000,7/8/20
HILLCREST,"150-47 GRAND CENTRAL PARKWAY, 108C",162000,7/8/20
JACKSON HEIGHTS,30-51 86TH STREET,793100,7/8/20
JAMAICA,"87-20 175TH STREET, 6C",125000,7/8/20
JAMAICA,97-15 SUTPHIN BOULEVARD,1600000,7/8/20
LAURELTON,141-11 222ND STREET,10,7/8/20
LITTLE NECK,"251-31 61ST AVE, LOWER",280000,7/8/20
LONG ISLAND CITY,42-64 HUNTER STREET,2550000,7/8/20
LONG ISLAND CITY,"42-14 CRESCENT STREET, 7E",485000,7/8/20
LONG ISLAND CITY,"45-07 COURT SQUARE, 4F",1270000,7/8/20
LONG ISLAND CITY,"45-07 COURT SQUARE, S20",1270000,7/8/20
MIDDLE VILLAGE,80-08 COWLES COURT,703800,7/8/20
REGO PARK,"96-11 65TH ROAD, 405",300000,7/8/20
REGO PARK,"65-15 ALDERTON STREET, 6D",288000,7/8/20
REGO PARK,"99-40 63RD ROAD, RU1",190000,7/8/20
RICHMOND HILL,95-18 108TH STREET,600000,7/8/20
ROSEDALE,243-02 136TH AVENUE,465000,7/8/20
SO. JAMAICA-BAISLEY PARK,153-04 FOCH BOULEVARD,425000,7/8/20
SO. JAMAICA-BAISLEY PARK,155-40 116TH ROAD,320000,7/8/20
SO. JAMAICA-BAISLEY PARK,119-42 GUY R BREWER BLVD,525000,7/8/20
ST. ALBANS,119-40 196 ST,10,7/8/20
WHITESTONE,19-16 149TH STREET,1812485,7/8/20
WOODSIDE,"51-34 30TH AVENUE, 5N",465000,7/8/20
WOODSIDE,"55-05 WOODSIDE AVENUE, 609",330000,7/8/20
ARVERNE,522 BEACH 65TH STREET,470000,7/9/20
BAYSIDE,29-06 213 STREET,878000,7/9/20
BAYSIDE,"13-28 MICHAEL PLACE, 25140",480000,7/9/20
BRIARWOOD,"84-01 MAIN STREET, #621",235000,7/9/20
DOUGLASTON,"68-17 242 STREET, 35D",395000,7/9/20
ELMHURST,"45-16 83RD STREET, E-4G",728049,7/9/20
ELMHURST,"45-16 83RD STREET, E-8E",539673,7/9/20
FLUSHING-NORTH,"25-40 UNION STREET, 6G",345000,7/9/20
FLUSHING-NORTH,"133-27 39TH AVENUE, PH1 E",1317891,7/9/20
FLUSHING-NORTH,"132-40 SANFORD AVENUE, 6R",550000,7/9/20
FLUSHING-SOUTH,"150-29 72 ROAD, G216",20000,7/9/20
FOREST HILLS,"102-17 64TH ROAD, 4D",220000,7/9/20
FOREST HILLS,"70-31 108TH STREET, 3H",550000,7/9/20
HILLCREST,"144-49 CHARTER ROAD, 11GA",273000,7/9/20
HOLLISWOOD,"202-35 FOOTHILL AVENUE, A43",229000,7/9/20
HOWARD BEACH,"89-40 151ST AVE, 4F",180000,7/9/20
HOWARD BEACH,"153-25 88TH STREET, 4E",173000,7/9/20
JACKSON HEIGHTS,"35-21 79TH STREET, 2D",230000,7/9/20
KEW GARDENS,"118-18 UNION TURNPIKE, 20C",190000,7/9/20
KEW GARDENS,"125-10 QUEENS BLVD., 1222",307135,7/9/20
LAURELTON,219-14 MERRICK BOULEVARD,6900000,7/9/20
LONG ISLAND CITY,"5-33 48TH AVENUE, 2A",1550000,7/9/20
LONG ISLAND CITY,47-09 36 STREET,8800000,7/9/20
MIDDLE VILLAGE,61-49 84TH PLACE,790000,7/9/20
REGO PARK,"63-61 99TH STREET, F5",320000,7/9/20
ROCKAWAY PARK,"150 BEACH 123 STREET, N/A",478750,7/9/20
SPRINGFIELD GARDENS,123-11 MONTAUK STREET,231000,7/9/20
SPRINGFIELD GARDENS,183-05 145TH DRIVE,700000,7/9/20
SUNNYSIDE,4841 38TH STREET,890000,7/9/20
WOODHAVEN,85-11 87 STREET,1100000,7/9/20
ARVERNE,178 BEACH 61ST STREET,635000,7/10/20
ARVERNE,69-32 ALMEDA AVENUE,574123,7/10/20
BAYSIDE,215-30 40TH AVENUE,2061956,7/10/20
BAYSIDE,"23-20 BELL BOULEVARD, 6K",395000,7/10/20
BELLE HARBOR,182 BEACH 138TH STREET,730000,7/10/20
COLLEGE POINT,"128-03 5TH AVENUE, 23C",590000,7/10/20
DOUGLASTON,309 HOLLYWOOD AVENUE,945000,7/10/20
EAST ELMHURST,3249 98TH STREET,740000,7/10/20
EAST ELMHURST,23-31 100TH STREET,970000,7/10/20
EAST ELMHURST,104-10 32ND AVENUE,850000,7/10/20
FLORAL PARK,265-04 81ST AVENUE,687500,7/10/20
FLUSHING-NORTH,151-66 24TH ROAD,725000,7/10/20
FLUSHING-NORTH,"141-16 28TH AVE.,, 5E",320000,7/10/20
FLUSHING-NORTH,"133-27 39TH AVENUE, 6L",1179622,7/10/20
FLUSHING-NORTH,"147-48 ROOSEVELT AVENUE, 2K",395000,7/10/20
FLUSHING-NORTH,"144-77 ROOSEVELT AVENUE, 2A",670000,7/10/20
FLUSHING-NORTH,"133-17 SANFORD AVENUE, 3B",324888,7/10/20
FOREST HILLS,"7020 108 STREET, 6-O",305000,7/10/20
FOREST HILLS,"76-66 AUSTIN STREET, 3H",658292,7/10/20
GLENDALE,59-12 COOPER AVENUE,591000,7/10/20
HAMMELS,322 BEACH 88TH STREET,379500,7/10/20
HOWARD BEACH,"84-29 153RD AVENUE, 2A",285000,7/10/20
JACKSON HEIGHTS,"35-24 78TH STREET, B39",525000,7/10/20
JAMAICA,"155-01 90TH AVENUE, 6C",170000,7/10/20
JAMAICA,"172-70 HIGHLAND AVENUE, 4H",135000,7/10/20
KEW GARDENS,"118-18 UNION TURNPIKE, 14G",268000,7/10/20
LAURELTON,138-24 232ND STREET,425000,7/10/20
LAURELTON,"234-30 133RD AVENUE, LOWER",120000,7/10/20
LITTLE NECK,262-16 60TH ROAD,805000,7/10/20
LONG ISLAND CITY,"41-04 27TH STREET, 3B",750888,7/10/20
LONG ISLAND CITY,"2717 42ND ROAD, 4B",888030,7/10/20
LONG ISLAND CITY,"2717 42ND ROAD, 5H",789144,7/10/20
MASPETH,61-15 METROPOLITAN AVENUE,17000000,7/10/20
MASPETH,N/A FRESH POND ROAD,17000000,7/10/20
MIDDLE VILLAGE,"62-96 WOODHAVEN BLVD, 4N",635402,7/10/20
MIDDLE VILLAGE,"62-96 WOODHAVEN BLVD, P16",635402,7/10/20
OAKLAND GARDENS,"21965 74 AVENUE, 419A1",318100,7/10/20
OZONE PARK,9717 135TH ROAD,600000,7/10/20
QUEENS VILLAGE,80-35 232ND STREET,830000,7/10/20
QUEENS VILLAGE,89-08 LYMAN STREET,620000,7/10/20
QUEENS VILLAGE,92-05 224TH STREET,678000,7/10/20
REGO PARK,"99-32 66TH ROAD, 1A",190000,7/10/20
RICHMOND HILL,107-31 105TH STREET,535600,7/10/20
RICHMOND HILL,95-28 132 STREET,613000,7/10/20
ROSEDALE,142-25 250TH STREET,520000,7/10/20
SO. JAMAICA-BAISLEY PARK,150-20 119TH AVENUE,565000,7/10/20
SOUTH JAMAICA,106-54 GUY R BREWER BLVD,575000,7/10/20
SPRINGFIELD GARDENS,141-44 184TH STREET,670000,7/10/20
ST. ALBANS,111-41 178TH PLACE,440108,7/10/20
WHITESTONE,"160-33 16TH AVENUE, 6-242",245000,7/10/20
WOODHAVEN,80-15 89TH AVENUE,808000,7/10/20
WOODSIDE,43-25 52ND STREET,1000000,7/10/20
DOUGLASTON,"246-11 57TH DRIVE, F-2",265000,7/11/20
RICHMOND HILL,107-73 LEFFERTS BLVD,10,7/11/20
ARVERNE,69-49 DE COSTA AVENUE,175000,7/13/20
ARVERNE,N/A NORTON AVENUE,55000,7/13/20
ARVERNE,N/A BURCHELL AVENUE,500000,7/13/20
ASTORIA,25-17 33RD STREET,1700000,7/13/20
ASTORIA,25-30 18TH STREET,1600000,7/13/20
ASTORIA,1823 41 STREET,123880,7/13/20
ASTORIA,"23-22 30TH ROAD, 21",25000,7/13/20
BAYSIDE,200-09 33RD AVENUE,750000,7/13/20
BRIARWOOD,14716 GRAND CENTRAL PKWY,849000,7/13/20
BROAD CHANNEL,33 WEST 12TH ROAD,245000,7/13/20
CORONA,"104-15 CORONA AVENUE, 3B",294060,7/13/20
CORONA,"104-15 CORONA AVENUE, 3C",298623,7/13/20
CORONA,"104-15 CORONA AVENUE, 4A",298623,7/13/20
CORONA,"104-15 CORONA AVENUE, 4B",298623,7/13/20
CORONA,"104-15 CORONA AVENUE, P3",298623,7/13/20
CORONA,"104-15 CORONA AVENUE, P4",298623,7/13/20
CORONA,"104-15 CORONA AVENUE, P5",298623,7/13/20
DOUGLASTON,245-41 61ST AVENUE,1819613,7/13/20
FLUSHING-SOUTH,"67-28 152ND STREET, 275A",335000,7/13/20
FLUSHING-SOUTH,"77-28 VLEIGH PLACE, 81F",300000,7/13/20
FOREST HILLS,"68-61 YELLOWSTONE BLVD, 521",269000,7/13/20
FOREST HILLS,"107-40 QUEENS BOULEVARD, 6M",195000,7/13/20
FOREST HILLS,"107-40 QUEENS BOULEVARD, 12E",450000,7/13/20
FOREST HILLS,"107-40 QUEENS BOULEVARD, 3M",195000,7/13/20
FOREST HILLS,"107-40 QUEENS BOULEVARD, 7F",195000,7/13/20
FOREST HILLS,"107-40 QUEENS BOULEVARD, 6L",195000,7/13/20
GLEN OAKS,"255-57 75TH AVENUE, 31B8",125000,7/13/20
GLENDALE,70-30 65TH STREET,909000,7/13/20
HOWARD BEACH,158-20 87TH STREET,725000,7/13/20
JACKSON HEIGHTS,30-51 71ST STREET,1040000,7/13/20
KEW GARDENS,84-44 116TH STREET,780000,7/13/20
KEW GARDENS,"83-80 118TH STREET, 2F",149000,7/13/20
KEW GARDENS,"83-84 116 STREET, 5G",368000,7/13/20
KEW GARDENS,"124-16 84TH ROAD, 6G",300000,7/13/20
LAURELTON,223-09 134TH ROAD,525300,7/13/20
LITTLE NECK,60-23 255 STREET,1500000,7/13/20
LONG ISLAND CITY,"24-16 QUEENS PLAZA SOUTH, 10E",748414,7/13/20
LONG ISLAND CITY,"42-50 27TH STREET, 9B",802381,7/13/20
LONG ISLAND CITY,"42-50 27TH STREET, S9",802381,7/13/20
MASPETH,61-21 MASPETH AVENUE,880000,7/13/20
QUEENS VILLAGE,113-42 SPRINGFIELD BLVD,375000,7/13/20
QUEENS VILLAGE,"225-33 HILLSIDE AVENUE, 4-19",248000,7/13/20
REGO PARK,"98-20 62ND DRIVE, 8M",290000,7/13/20
REGO PARK,"63-45 SAUNDERS STREET, 4B",510000,7/13/20
RICHMOND HILL,95-24 105TH STREET,815000,7/13/20
RIDGEWOOD,60-57 PUTNAM AVENUE,865000,7/13/20
ROSEDALE,133-64 244TH STREET,443300,7/13/20
SOUTH JAMAICA,17751 105 AVE,65000,7/13/20
SPRINGFIELD GARDENS,130-27 176TH STREET,430000,7/13/20
ST. ALBANS,171-34 111TH AVENUE,410000,7/13/20
WHITESTONE,151-63 22ND AVENUE,998000,7/13/20
WOODSIDE,"51-40 30TH AVENUE, H2B",320000,7/13/20
WOODSIDE,"52-30 39TH DRIVE, 5L",365000,7/13/20
WOODSIDE,"52-40 39TH DR, 6E",350000,7/13/20
ASTORIA,44-15 34 AVENUE,5823735,7/14/20
ASTORIA,44-01 34TH AVENUE,5462175,7/14/20
ASTORIA,32-79 44TH STREET,5047525,7/14/20
ASTORIA,32-84 45TH STREET,4116565,7/14/20
ASTORIA,"21-80 33RD ROAD, 10B",393000,7/14/20
BAYSIDE,216-06 31ST ROAD,1575000,7/14/20
BRIARWOOD,"141-16 84TH DRIVE, 4C",530000,7/14/20
CORONA,"58-03 CALLOWAY STREET, 4V",248000,7/14/20
ELMHURST,44-02 76TH STREET,975000,7/14/20
FLUSHING-NORTH,"144-44 41ST AVENUE, 3P",250000,7/14/20
FLUSHING-NORTH,"138-15 FRANKLIN AVENUE, 507",425000,7/14/20
FLUSHING-NORTH,"134-37 35TH AVENUE, 12H",743323,7/14/20
FLUSHING-NORTH,"144-89 38TH AVE, 2E",595676,7/14/20
FLUSHING-NORTH,"132-40 SANFORD AVENUE, 5E",440000,7/14/20
FLUSHING-NORTH,"37-12 PRINCE STREET, 3C",1782333,7/14/20
FLUSHING-SOUTH,173-16 JEWEL AVENUE,720000,7/14/20
FLUSHING-SOUTH,"69-25 150TH STREET, 48A",263640,7/14/20
FOREST HILLS,"61-20 GRAND CENTRAL PARKWAY, B406",335000,7/14/20
FOREST HILLS,"4 DARTMOUTH ST, 25",460000,7/14/20
FOREST HILLS,"76-66 AUSTIN STREET, 2G",500000,7/14/20
GLEN OAKS,"26910 GRAND CENTRAL PARKWAY, 33R",385000,7/14/20
GLENDALE,72-02 COOPER AVENUE,810000,7/14/20
GLENDALE,87-11 78 AVENUE,1200000,7/14/20
GLENDALE,"83-55 WOODHAVEN BLVD, 1H",290000,7/14/20
GLENDALE,"83-77 WOODHAVEN BLVD, 1E",340000,7/14/20
JAMAICA,166-16 88TH AVENUE,1050000,7/14/20
LAURELTON,139-07 233RD STREET,615000,7/14/20
LAURELTON,135-25 234TH PLACE,436020,7/14/20
LONG ISLAND CITY,"4-74 48TH AVENUE, 20B",700000,7/14/20
LONG ISLAND CITY,"24-16 QUEENS PLAZA SOUTH, 7D",661863,7/14/20
LONG ISLAND CITY,"24-16 QUEENS PLAZA SOUTH, 11A",840000,7/14/20
LONG ISLAND CITY,"24-16 QUEENS PLAZA SOUTH, 16B",802330,7/14/20
MASPETH,58-36 61ST STREET,600000,7/14/20
OAKLAND GARDENS,"218-02 73RD AVE, 397A2",318000,7/14/20
OZONE PARK,"133-20 87TH STREET, 13B",427000,7/14/20
QUEENS VILLAGE,234-13 88TH AVENUE,450000,7/14/20
QUEENS VILLAGE,92-51 215TH PLACE,560000,7/14/20
QUEENS VILLAGE,114-40 221ST STREET,402000,7/14/20
REGO PARK,87-40 62ND ROAD,920000,7/14/20
REGO PARK,"98-120 QUEENS BOULEVARD, 6B",295000,7/14/20
RICHMOND HILL,120-13 LIBERTY AVENUE,1780000,7/14/20
RIDGEWOOD,60-19 68TH ROAD,1500000,7/14/20
SOUTH JAMAICA,146-12 LIBERTY AVENUE,600000,7/14/20
SOUTH OZONE PARK,11738 132 STREET,927000,7/14/20
SOUTH OZONE PARK,135-02 118TH STREET,750000,7/14/20
SPRINGFIELD GARDENS,179-47 EVELETH ROAD,415000,7/14/20
WOODHAVEN,81-04 91ST AVENUE,709000,7/14/20
ASTORIA,2564 STEINWAY ST,1700000,7/15/20
ASTORIA,23-64 33RD STREET,1150000,7/15/20
BAYSIDE,53-20 213TH STREET,1060000,7/15/20
BAYSIDE,58-24 207TH STREET,779000,7/15/20
BAYSIDE,"209-25 18TH AVENUE, 5A",250000,7/15/20
BEECHHURST,"162-01 POWELLS COVE BOULEVARD, 6K",392000,7/15/20
BELLE HARBOR,239 BEACH 134TH ST,10,7/15/20
BELLEROSE,248-37 88TH ROAD,575000,7/15/20
BELLEROSE,248-37 88TH ROAD,575000,7/15/20
CAMBRIA HEIGHTS,116-36 218TH STREET,620000,7/15/20
CORONA,"59-21 CALLOWAY STREET, 3L",165000,7/15/20
CORONA,"104-15 CORONA AVENUE, 1C",263640,7/15/20
CORONA,"104-15 CORONA AVENUE, 2B",294060,7/15/20
CORONA,"104-15 CORONA AVENUE, 3D",294060,7/15/20
CORONA,112-26 ROOSEVELT AVENUE,4250000,7/15/20
CORONA,"104-15 CORONA AVENUE, P1",263640,7/15/20
ELMHURST,"42-22 KETCHAM STREET, 8-D",353829,7/15/20
FAR ROCKAWAY,14-13 MINTON STREET,400000,7/15/20
FLUSHING-NORTH,32-24 149TH STREET,1200000,7/15/20
FLUSHING-NORTH,150-52 BAYSIDE AVENUE,1370000,7/15/20
FLUSHING-NORTH,"26-16 UNION STREET, 4-F",240000,7/15/20
FLUSHING-NORTH,"138-70 ELDER, 5M",523640,7/15/20
FLUSHING-NORTH,"133-27 39TH AVENUE, 7J",767750,7/15/20
FLUSHING-NORTH,"134-37 35TH AVENUE, 10D",1058980,7/15/20
FLUSHING-NORTH,"134-37 35TH AVENUE, 11E",777771,7/15/20
FLUSHING-NORTH,"42-20 KISSENA BLVD, D 9",460000,7/15/20
FLUSHING-NORTH,150-15 BARCLAY AVENUE,2230000,7/15/20
FLUSHING-SOUTH,"152-73 JEWEL AVENUE, 146B",255000,7/15/20
FOREST HILLS,111-39 77TH AVENUE,850000,7/15/20
FOREST HILLS,"102-10 66TH ROAD, 21C",280000,7/15/20
FOREST HILLS,"69-09 108TH STREET, 106",307500,7/15/20
HOLLIS,88-25 FRANCIS LEWIS BLVD,460000,7/15/20
HOLLISWOOD,86-35 SANCHO STREET,2200000,7/15/20
JACKSON HEIGHTS,"35-45 82 STREET, 22",489000,7/15/20
JACKSON HEIGHTS,"34-40 78TH STREET, 5G",349900,7/15/20
LAURELTON,139-47 224TH STREET,10,7/15/20
LONG ISLAND CITY,"2717 42ND ROAD, 12E",1337940,7/15/20
LONG ISLAND CITY,"24-16 QUEENS PLAZA SOUTH, 18B",875695,7/15/20
OAKLAND GARDENS,"217-05 75TH AVE.,, 355A2",316015,7/15/20
OAKLAND GARDENS,"213-01 75TH AVENUE, 1A",250000,7/15/20
OZONE PARK,150-06 HAWTREE ST,250000,7/15/20
QUEENS VILLAGE,88-41 212TH PLACE,450000,7/15/20
REGO PARK,"99-60 63RD ROAD, 3Q",350000,7/15/20
RICHMOND HILL,127-12 107TH AVE,595000,7/15/20
RICHMOND HILL,112-02 101ST AVENUE,1540000,7/15/20
RIDGEWOOD,17-32 GEORGE STREET,1050000,7/15/20
ROSEDALE,245-18 133 DRIVE,10,7/15/20
ROSEDALE,145-66 224TH ST,349150,7/15/20
SO. JAMAICA-BAISLEY PARK,133-12 143 STREET,10,7/15/20
SO. JAMAICA-BAISLEY PARK,14201 ROCKAWAY BLVD,485000,7/15/20
SOUTH OZONE PARK,114-42 133RD STREET,468000,7/15/20
SOUTH OZONE PARK,131-04 SUTTER AVENUE,605000,7/15/20
SPRINGFIELD GARDENS,144-29 166TH ST,490000,7/15/20
WHITESTONE,15021 18TH AVE,868000,7/15/20
WHITESTONE,"160-29 16TH AVENUE, 6-245",227000,7/15/20
AIRPORT JFK,N/A ROCKAWAY BLVD,4121000,7/16/20
ASTORIA,23-49 BROADWAY,4500000,7/16/20
BAYSIDE,35-25 209TH ST,1,7/16/20
CORONA,55-26 VAN DOREN STREET,400000,7/16/20
CORONA,55-28 VAN DOREN STREET,400000,7/16/20
CORONA,50-12 102 STREET,1050000,7/16/20
CORONA,"55-25 98 STREET, 1F",300000,7/16/20
EAST ELMHURST,31-22 96TH STREET,450000,7/16/20
ELMHURST,51-24 72ND STREET,800000,7/16/20
FAR ROCKAWAY,22-19 CAMP ROAD,540000,7/16/20
FLUSHING-NORTH,"144-39 SANFORD AVE, 5E",285000,7/16/20
FLUSHING-NORTH,"138-70 ELDER, 7T",322240,7/16/20
FLUSHING-NORTH,"43-36 ROBINSON STREET, 6G",365000,7/16/20
FLUSHING-NORTH,"133-27 39TH AVENUE, PH1 B",1226991,7/16/20
FLUSHING-NORTH,"134-37 35TH AVENUE, 11D",1091568,7/16/20
FLUSHING-NORTH,"41-25 KISSENA BOULEVARD, 6FF",10,7/16/20
FLUSHING-NORTH,"35-91 161ST STREET, 3C",370000,7/16/20
FOREST HILLS,"67-40 YELLOWSTONE BLVD, 5J",323000,7/16/20
FOREST HILLS,"69-09 108TH STREET, 104",198000,7/16/20
GLEN OAKS,"75-20 263RD STREET, 41A12",228500,7/16/20
GLENDALE,61-06 COOPER AVENUE,470000,7/16/20
GLENDALE,"90-50 UNION TURNPIKE, 17J",350000,7/16/20
HOWARD BEACH,"86-11 151ST AVENUE, 2A",245000,7/16/20
JACKSON HEIGHTS,30-29 82ND STREET,465000,7/16/20
JACKSON HEIGHTS,"3533 80TH STREET, 42",533500,7/16/20
JACKSON HEIGHTS,"37-21 80TH STREET, 3B",315000,7/16/20
JACKSON HEIGHTS,"35-11 85TH STREET, 2A",225000,7/16/20
KEW GARDENS,84-59 126TH STREET,485000,7/16/20
KEW GARDENS,"83-85 116TH STREET, 1A",419000,7/16/20
LONG ISLAND CITY,"2-26 50TH AVENUE, 9F",1435000,7/16/20
LONG ISLAND CITY,"27-28 THOMSON AVENUE, 245",1460000,7/16/20
LONG ISLAND CITY,"24-16 QUEENS PLAZA SOUTH, 19E",692410,7/16/20
MASPETH,59-38 58 ROAD,999000,7/16/20
OAKLAND GARDENS,"213-02 73RD AVENUE, 4F",300000,7/16/20
OZONE PARK,138-19 LAFAYETTE STREET,650000,7/16/20
QUEENS VILLAGE,89-21 VANDERVEER ST,645000,7/16/20
RICHMOND HILL,104-58 114 STREET,875000,7/16/20
RICHMOND HILL,102-09 92ND AVENUE,275000,7/16/20
SOUTH JAMAICA,150-21 ARLINGTON TERRACE,485000,7/16/20
SOUTH JAMAICA,177-50 105TH AVENUE,10,7/16/20
ST. ALBANS,110-11 178TH STREET,382000,7/16/20
WOODSIDE,37-18 69TH STREET,10,7/16/20
ASTORIA,24-22 41ST STREET,1400000,7/17/20
BAYSIDE,"2320 BELL BOULEVARD, L2",398000,7/17/20
BEECHHURST,154-32 RIVERSIDE DRIVE,788000,7/17/20
CAMBRIA HEIGHTS,120-11 SPRINGFIELD BOULEVARD,475000,7/17/20
COLLEGE POINT,110-12 14TH ROAD,997885,7/17/20
DOUGLASTON,"245-78 62ND AVENUE, A-4",210000,7/17/20
EAST ELMHURST,32-24 96TH STREET,200000,7/17/20
EAST ELMHURST,27-36 MCINTOSH STREET,1065000,7/17/20
ELMHURST,51-09 VAN LOON STREET,432756,7/17/20
FAR ROCKAWAY,11-50 VIRGINIA STREET,1700000,7/17/20
FAR ROCKAWAY,212 BEACH 3RD STREET,500000,7/17/20
FLORAL PARK,84-78 257TH STREET,725000,7/17/20
FLUSHING-NORTH,45-08 171ST STREET,925000,7/17/20
